Timestamp,Model,Process,Metric,Score
2025-09-19 11:35:50,Model 17,encrypted-fhe,Time,30.6577
2025-09-19 11:35:50,Model 17,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:35:50,Model 17,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:35:50,Model 17,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:35:50,Model 17,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:35:50,Model 17,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:45:25,Model 18,Validation,acc,0.9642
2025-09-19 11:45:25,Model 18,Validation,ps,0.9634
2025-09-19 11:45:25,Model 18,Validation,recall,0.9640
2025-09-19 11:45:25,Model 18,Validation,f1,0.9635
2025-09-19 11:45:25,Model 18,Test,acc,0.9653
2025-09-19 11:45:25,Model 18,Test,ps,0.9664
2025-09-19 11:45:25,Model 18,Test,recall,0.9656
2025-09-19 11:45:25,Model 18,Test,f1,0.9658
2025-09-19 11:45:25,Model 18,encrypted-fhe,acc,1.0000
2025-09-19 11:45:25,Model 18,encrypted-fhe,ps,1.0000
2025-09-19 11:45:25,Model 18,encrypted-fhe,recall,1.0000
2025-09-19 11:45:25,Model 18,encrypted-fhe,f1,1.0000
2025-09-19 11:45:25,Model 18,Validation,Time,18.0069
2025-09-19 11:45:25,Model 18,Test,Time,0.0221
2025-09-19 11:45:25,Model 18,encrypted-fhe,Time,28.9670
2025-09-19 11:45:25,Model 18,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:45:25,Model 18,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:45:25,Model 18,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:45:25,Model 18,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:45:25,Model 18,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:48:34,Model 19,Validation,acc,0.9653
2025-09-19 11:48:34,Model 19,Validation,ps,0.9650
2025-09-19 11:48:34,Model 19,Validation,recall,0.9648
2025-09-19 11:48:34,Model 19,Validation,f1,0.9646
2025-09-19 11:48:34,Model 19,Test,acc,0.9620
2025-09-19 11:48:34,Model 19,Test,ps,0.9622
2025-09-19 11:48:34,Model 19,Test,recall,0.9627
2025-09-19 11:48:34,Model 19,Test,f1,0.9621
2025-09-19 11:48:34,Model 19,encrypted-fhe,acc,1.0000
2025-09-19 11:48:34,Model 19,encrypted-fhe,ps,1.0000
2025-09-19 11:48:34,Model 19,encrypted-fhe,recall,1.0000
2025-09-19 11:48:34,Model 19,encrypted-fhe,f1,1.0000
2025-09-19 11:48:34,Model 19,Validation,Time,17.9357
2025-09-19 11:48:34,Model 19,Test,Time,0.0233
2025-09-19 11:48:34,Model 19,encrypted-fhe,Time,30.4739
2025-09-19 11:48:34,Model 19,encrypted-fhe,EncryptionScheme,CKKS
2025-09-19 11:48:34,Model 19,encrypted-fhe,PolyModulusDegree,8192.0000
2025-09-19 11:48:34,Model 19,encrypted-fhe,CoeffModBitSizes,"[31, 26, 26, 26, 26, 26, 26, 31]"
2025-09-19 11:48:34,Model 19,encrypted-fhe,GlobalScale(2^26),67108864.0000
2025-09-19 11:48:34,Model 19,encrypted-fhe,AppEncryptionKeySize,212992.0000
2025-09-19 11:51:53,Model 20,Validation,acc,0.9586
2025-09-19 11:51:53,Model 20,Validation,ps,0.9579
2025-09-19 11:51:53,Model 20,Validation,recall,0.9583
2025-09-19 11:51:53,Model 20,Validation,f1,0.9579
2025-09-19 11:51:53,Model 20,Test,acc,0.9620
2025-09-19 11:51:53,Model 20,Test,ps,0.9621
2025-09-19 11:51:53,Model 20,Test,recall,0.9622
2025-09-19 11:51:53,Model 20,Test,f1,0.9621
2025-09-19 11:51:53,Model 20,encrypted-fhe,acc,0.9583
2025-09-19 11:51:53,Model 20,encrypted-fhe,ps,0.9833
2025-09-19 11:51:53,Model 20,encrypted-fhe,recall,0.9500
2025-09-19 11:51:53,Model 20,encrypted-fhe,f1,0.9576
2025-09-19 11:51:53,Model 20,Validation,Time,18.4449
